monto,año,iso3
127.0999999,1981,GTM
1.21,1981,KWT
-0.8,1981,MDG
58.5799999,1981,MAR
542.327,1981,NGA
125.0,1981,PER
34.3699999,1981,SEN
7.5058299,1981,SLE
207.9199999,1982,AUT
2.7999999,1982,BHS
-0.01,1982,BEN
400.8,1982,CHL
366.0,1982,COL
28.9000099,1982,CRI
0.45,1982,GNQ
28.0599999,1982,SEN
216.12,1983,AUT
68.3599999,1983,CYP
31.9499999,1983,FJI
-0.9,1983,KIR
793.629598,1983,NLD
1133.91,1983,SGP
-5.65,1983,SWZ
46.0,1983,TUR
4753.411013,1984,CAN
23.3099999,1984,FJI
8.1199999,1984,GAB
-1.7,1984,GMB
42.6899999,1984,IRN
1320.64,1984,ITA
-16.89,1984,LBY
26.25,1984,MLT
5.85669,1984,SLE
0.02,1984,TON
-347.3199999,1984,GBR
17.1499999,1984,ZMB
1418.4,1985,BRA
62.0,1985,ECU
12.4,1985,SLV
15.1099999,1985,GAB
-0.5,1985,GMB
-38.1499999,1985,IRN
694.71,1985,MYS
47.4409274,1985,PAK
-30.957,1985,SLE
138.9199999,1985,TUN
98.9959999,1985,VEN
51.53,1985,ZMB
-19.0,1987,ARG
3.21,1987,BGD
1.33,1987,BFA
51.96,1987,CYP
4.7,1987,GHA
4.6799999,1987,HTI
224.0999999,1987,ISR
53.3999999,1987,JAM
1.25,1987,LBN
17.16,1987,MUS
34.8509999,1987,OMN
415.0,1987,PHL
12.0,1987,POL
-2.1,1987,SEN
46.7199999,1987,ARE
74.51,1987,ZMB
1434.1255065163,2022,ALB
15087.3983545,2022,ARG
3479.95,2022,BGD
11399.9,2022,EGY
103.8881042897,2022,FJI
11053.3958703655,2022,DEU
19946.8421185648,2022,ITA
2157.8751168884,2022,LTU
16939.6011339045,2022,MYS
252.9127313244,2022,MLI
9099.4033147856,2022,PRT
398.5993548,2022,RWA
1622.0260018702,2022,SVN
21.2040181618,2022,SWZ
22736.5554799,2022,ARE
20.6009761,2021,AFG
-4355.1165527,2021,AGO
366.4452148,2021,ARM
143.047538324,2021,ABW
1185.0,2021,BHS
39361.4984103,2021,VG
314.47614,2021,SLV
248.55,2021,GMB
7558.8109729513,2021,HUN
1425.0,2021,IRN
12173.3758952409,2021,MYS
697.2702178443,2021,NAM
594.831963083,2021,NER
3313.21,2021,NGA
5755.3612241,2021,PER
399.2944886,2021,RWA
131151.4920546073,2021,SGP
40948.1145742535,2021,ZAF
117.4739160892,2021,SWZ
7320.0,2021,UKR
-71173.8290249152,2021,GBR
12.970148,2020,AFG
4722.6488131,2020,ARG
76.2028135,2020,BLZ
28318.4513242,2020,BRA
3397.0831602525,2020,BGR
8.7221191164,2020,BDI
23621.0494316,2020,CYM
2559.6,2020,DOM
240.6394304698,2020,FJI
7046.7195910922,2020,HUN
716.7562236,2020,KEN
2.6240928,2020,KIR
252.1790402,2020,MWI
3863.3484750533,2020,SRB
-4098.4787476,2019,AGO
610.9571738,2019,BHS
215.3701286,2019,BRB
65386.0413218,2019,BRA
39103.3616106,2019,VG
13989.15403,2019,COL
3366.0850121848,2019,COD
1553.1368754115,2019,GAB
71.0833058,2019,GMB
52683.664399357,2019,DEU
75.0,2019,HTI
149433.097945092,2019,IRL
723.4803567883,2019,NCL
13510.1676705193,2019,POL
-1278.0,2019,VEN
-6456.0764131,2018,AGO
266.8550488,2018,ARM
110.1756500559,2018,ABW
103.1895886379,2018,CPV
20680.8117761,2018,CYM
460.89050765,2018,TCD
13030.5193619,2018,CHL
8141.3,2018,EGY
51.94,2018,GMB
72022.4027247004,2018,DEU
963.6596391945,2018,LVA
2703.0312939,2018,MOZ
2297.859620912,2018,NZL
5449.5540137104,2018,ZAF
10385.286,2018,ARE
408.4384917,2018,ZMB
24.4946865,2017,BLZ
200.9027192055,2017,BEN
66584.9274438,2017,BRA
15173.3952324,2017,CYM
90.2,2017,MWI
2293.0999999,2017,MOZ
279.9460361905,2017,NAM
20589.3145920177,2017,NLD
2988.2964889467,2017,OMN
85368.700803082,2017,SGP
42.8399001317,2017,SLB
13.7807857314,2017,TON
93.5913153,2016,AFG
27.5418993855,2016,ABW
48401.364842664,2016,AUS
58815.5907877,2016,CYM
347.4248,2016,SLV
8581.833477231,2016,FIN
254.5881206969,2016,LVA
2568.485071,2016,LBN
356.4765889328,2016,MLI
1245.9416855947,2016,SVN
884.9969506944,2016,TUN
258698.6754519801,2016,GBR
169.146608,2015,AFG
29580.2688022598,2015,AUS
64.8936167553,2015,BHR
-143.094,2015,BMU
120.3906156681,2015,CPV
11620.5326458,2015,COL
23945.6160955287,2015,CYP
3616.1304179158,2015,DNK
1331.3033373,2015,ECU
6925.1999999,2015,EGY
990.7861788574,2015,GAB
105.68,2015,HTI
2050.0,2015,IRN
924.9778637,2015,JAM
408.465487,2015,MWI
5069.2377676689,2015,MLT
3254.7993466027,2015,MAR
1081.1873992184,2015,NCL
-2514.9519417373,2015,NOR
9181.7369912349,2015,PRT
8141.0266667,2015,SAU
12.3470860877,2015,TON
-15.445,2015,YEM
42.9752625,2014,AFG
5065.335542,2014,ARG
208.3240222905,2014,ABW
1551.28,2014,BGD
7967.549949233,2014,HUN
21810.52,2014,IDN
1076.8,2014,NIC
4693.8286319,2014,NGA
5530.1213805229,2014,NOR
8011.7866667,2014,SAU
5770.6589905148,2014,ZAF
56.0437953833,2014,TON
-7120.0174244,2013,AGO
16210.419016,2013,COL
25.5,2013,GMB
-131.9,2013,GIN
3584.7407228593,2013,HUN
293.3691570797,2013,MUS
1862.4646345364,2013,NZL
1975.6595744681,2013,NOR
500.0737721,2013,PRY
3737.3717398,2013,PHL
8864.6933333,2013,SAU
-604.2477654559,2013,SVK
84.6725779229,2013,SWZ
1154.92070342,2013,CHE
1697.1919121823,2012,BGR
329.3008988751,2012,BFA
0.6049196,2012,BDI
137.7493298952,2012,CPV
579.7930373908,2012,TCD
-282.8351879528,2012,COD
1312.1334207044,2012,HRV
277.7265642023,2012,FJI
156.0,2012,HTI
9017.54,2012,ISR
2872.5844292981,2012,KWT
3111.3149996,2012,LBN
9238.8306138306,2012,MYS
12423.5231257408,2012,POL
12182.3733333,2012,SAU
4558.84735267,2012,ZAF
489.4972067039,2011,ABW
97.5265957447,2011,BHR
83366.349020998,2011,BEL
143.6573094904,2011,BFA
2461.4832004,2011,CRI
1594.2824872109,2011,HRV
2276.6999999,2011,DOM
218.5,2011,SLV
1219.22906,2011,GTM
119.0,2011,HTI
23544.7032410979,2011,IRL
-0.349,2011,KIR
1205.1168588831,2022,EST
73.1066667,2022,LBR
-322053.7812860669,2022,LUX
341.5,2022,ZWE
592.2899699,2021,LKA
4015.5314509042,2020,COG
-4950.9983569,2020,THA
141224.62,2019,CHN
886.9163586447,2019,MRT
3212.633447,2018,KHM
41832.9845578267,2018,FRA
5269.1291522203,2018,SWE
4416.953733854,2017,COG
3484.8126433276,2017,GRC
1372.7230431,2017,LKA
133711.42,2016,CHN
1611.6181955885,2016,COG
1085.4044786,2015,URY
1417.4,2014,HND
497.6552017324,2014,MNE
5332.0390217453,2014,SWE
1059.7,2013,HND
396.8166390378,2013,ISL
15945.52415,2013,THA
121073.14,2012,CHN
984.6,2012,LBR
16257.073779856,2012,SWE
558.0526998492,2011,MNE
955.912,2011,LKA
2474.0011223,2011,THA
39128.5287631863,2010,LUX
97.1207849579,2010,SWE
984.7130669,2009,KHM
1527.259416,2009,MNE
10146.69799,2009,SWE
2031.879948,2008,COG
283.8009999,2008,LBR
960.4233347,2008,MNE
8054.351,2008,THA
927.541,2007,HND
-29679.42581,2007,LUX
139.3728223,2007,MRT
1334.410098,2006,EST
107.851,2006,LBR
131.416,2004,KHM
957.1175801,2004,EST
546.6639999,2004,HND
725.9262847,2004,ISL
83.9809999,2003,KHM
402.7795158,2003,HND
52742.86,2002,CHN
192.0,2002,LKA
304.2429233,2001,HND
8.3,2001,LBR
391.2474664,2000,EST
24.3269826,2000,SYC
235.264,1999,URY
59.0,1999,ZWE
1.497424,1997,CAF
45257.04,1997,CHN
984.0,1997,GRC
-3.3299199,1997,MRT
126.4,1997,URY
135.0999999,1997,ZWE
1053.0,1995,GRC
69.4,1995,HND
117.7,1995,ZWE
15680.5559459,1994,FRA
-9.98013,1993,CAF
0.443765976,1993,ISL
3845.877075,1993,SWE
81.89998767,1992,EST
18750.6703965,1992,FRA
1144.0,1992,GRC
-41.03845751,1992,SWE
-4.8740399,1991,CAF
12.1999999,1990,ZWE
1808.219014,1989,SWE
1837.0,1989,THA
907.0,1988,GRC
48.2999999,1988,HND
1.9299999,1988,MRT
1671.051794,1988,SWE
14.1999999,1986,SYC
7.5,1986,ZWE
3328.241653,1980,FRA
14.97,1982,MRT
187.994,1982,THA
-13.6999999,1982,URY
0.8,1982,ZWE
49.1,1983,LBR
1.37,1983,MRT
37.5,1983,LKA
5.5999999,1983,URY
321.6841558,1984,SWE
411.9939999,1984,THA
2.3999999,1987,ISL
36413.3593927702,2022,FRA
10033.6581375,2022,THA
180957.2149443,2021,CHN
14640.8730289,2021,THA
3212.5060193762,2020,GRC
25.601157287,2019,CAF
3082.948026142,2019,EST
30.3973594,2019,SYC
138305.89,2018,CHN
1277.2793303284,2017,EST
15264.0235072279,2017,SWE
1033.2866396582,2016,EST
2765.1534513294,2016,GRC
-427.2365816464,2016,ISL
17580.9700914303,2016,LUX
226.4096433553,2016,MNE
3486.2756535,2016,THA
1822.804,2015,KHM
3.0,2015,CAF
1268.160975258,2015,GRC
421.0,2015,ZWE
128501.56,2014,CHN
229.97,2014,SYC
34279.832658211,2013,FRA
2818.2482236536,2013,GRC
23299.0238395644,2013,LUX
1564.9402282428,2012,EST
16062.0536712348,2012,FRA
1025.1268437757,2012,ISL
619.7529468299,2012,MNE
2216.0156471,2012,URY
186.3050103207,2011,COG
1143.1355268261,2011,GRC
1107.4909015644,2011,ISL
588.7495642399,2011,MRT
217.8034591,2009,LBR
171.401,2009,SYC
404.0,2009,LKA
876.8844922,2008,KHM
117.11,2008,CAF
1006.37,2008,HND
7117.112828,2008,LUX
83521.0,2007,CHN
2311.211571,2007,EST
2111.305462,2007,GRC
2799.174252,2005,EST
811.8691814,2005,MRT
11515.98602,2005,SWE
15.1,2004,CAF
60630.0,2004,CHN
8.6999999,2004,ZWE
323.1297316,2003,COG
1275.23323,2003,GRC
4243.174365,2002,LUX
67.34035232,2002,MRT
12273.03497,2002,SWE
0.8890749,2000,CAF
1108.162889,2000,GRC
175.13,2000,LKA
23432.80682,2000,SWE
232.239,1999,KHM
53.20978528,1998,SYC
149.5395907,1997,ISL
41725.52,1996,CHN
14448.29188,1995,SWE
3.6022799,1994,CAF
17.3799999,1994,LBR
30.74432441,1994,SYC
1807.0,1993,THA
38.0,1993,ZWE
47.6,1992,HND
6353.203736,1991,SWE
32.34,1991,URY
2.7999999,1991,ZWE
22.5515582,1990,COG
1005.0,1990,GRC
225.24,1990,LBR
0.26232457,1990,SYC
1971.176541,1990,SWE
752.0,1989,GRC
17.8999999,1989,LKA
12.335653,1988,ISL
23.1999999,1988,SYC
22.439692,1986,COG
471.0,1986,GRC
1.0,1980,KHM
40.0321847,1980,COG
71.92,1980,LBR
27.09,1980,MRT
1.6,1980,ZWE
53.0,1981,ISL
288.9939999,1981,THA
13.8,1982,HND
23.6,1985,ISL
429.5750077,1985,SWE
38.5,1987,LBR
24.0477221852,2022,CAF
-831.9995884063,2021,EST
-927.8202006485,2020,ISL
3366.0850121848,2019,COG
5019.2067714794,2019,GRC
-224.9060072325,2019,ISL
5518.718141,2019,THA
2785.7308472,2017,KHM
247.84,2017,LBR
186.5840773,2017,SYC
897.0493759,2016,LKA
45432.1535559747,2015,LUX
679.6556442,2015,LKA
3.4750079,2014,CAF
2235.8226218,2014,URY
545.0,2014,ZWE
1061.27,2013,LBR
400.0,2013,ZWE
-282.8351879528,2012,COG
812.686,2011,MWI
4571.1629999,2011,MNG
11390.2662272665,2011,NOR
4242.8657798442,2011,ZAF
47.075,2011,TLS
-518.4203,2011,YEM
-3227.2111824,2010,AGO
529.3213916,2010,ARM
446.3386889,2010,BRB
77686.8479999,2010,BRA
37.1150221,2010,GMB
3648.9724099,2010,IRN
-1251.810494202,2010,JPN
405.9021517252,2010,MLI
5409.4663231993,2010,MLT
14018.1364852412,2010,NOR
2723.3,2010,PAN
627.5079721,2010,PRY
8454.6275879,2010,PER
58200.2815295305,2010,GBR
995.929668,2009,ALB
255.2919111,2009,BRB
-70.384,2009,BMU
2948.109302,2009,HRV
308.6059999,2009,ECU
365.8,2009,SLV
717.6106457,2009,FIN
55.4699999,2009,HTI
1598.3,2009,IRQ
11938.34141,2009,JPN
-22.22706896,2009,LVA
194.5330017,2009,MWI
1452.972053,2009,MYS
898.2848824,2009,MOZ
38751.92229,2009,NLD
3295.3234087471,2009,SRB
-6.07910336,2009,SVK
1134.288135,2009,ARE
694.7999999,2009,ZMB
1512.311,2008,BHS
309.5749831,2008,CPV
760.1630301,2008,GAB
70.10237739,2008,GMB
737.61109,2008,GTM
24425.12215,2008,JPN
7172.128076,2008,MYS
180.2815958,2008,MLI
591.5992294,2008,MOZ
340.4271949,2008,NER
8248.64,2008,NGA
-30.36935806,2008,PNG
92158.33343,2008,GBR
6473.158,2007,ARG
41479.5786,2007,AUS
37163.179,2007,VG
1550.6,2007,SLV
12451.03594,2007,FIN
80212.48142,2007,DEU
745.2,2007,GTM
740.5260742,2007,MDG
398.655636,2007,MOZ
9732.809856,2007,ROU
86.02600626,2007,SLB
261.0,2006,BMU
12029.088,2006,VG
7804.89399,2006,BGR
6751.0,2006,COL
553.5829716,2006,COD
3132.77216,2006,HRV
267.805,2006,GAB
-5542.306819,2006,IRL
42580.92358,2006,ITA
121.3056903,2006,KWT
105.3043229,2006,MUS
44.29486455,2006,SLB
121.0358042,2006,SWZ
264.3386559,2005,ALB
-1303.83693,2005,AGO
1048.670213,2005,BHR
34370.49197,2005,BEL
126.9085,2005,BLZ
53.04397613,2005,BEN
-99.34251936,2005,TCD
1810.334278,2005,HRV
47449.79605,2005,DEU
144.97,2005,GHA
41.56467613,2005,MUS
1653.985726,2005,MAR
-6.738744685,2005,NCL
917.6,2005,PAN
35.5,2005,PRY
83.18225077,2005,SLE
18.58087283,2005,SLB
-45.85388712,2005,SWZ
2197.22782,2004,AGO
247.1409999,2004,ARM
85.4599749,2004,BOL
3115.636,2004,COL
-8.487842736,2004,COD
975.9076527,2004,CRI
193.7287638,2004,GAB
492.32944,2004,GEO
1895.89,2004,IDN
601.6029999,2004,JAM
2483.692693,2004,LBN
12452.36632,2004,NLD
250.0,2004,NIC
954.0368174,2004,NOR
111.0,2004,OMN
688.0,2004,PHL
77.02849788,2004,SEN
5.681311575,2004,SLB
1845.838359,2004,CHE
639.116157,2004,TUN
364.0,2004,ZMB
122.8529999,2003,ARM
159.7765363,2003,ABW
9660.121,2003,VG
141.6999999,2003,SLV
206.0788025,2003,GAB
32376.76545,2003,DEU
2137.401419,2003,HUN
2877.4815,2003,IRN
534.0,2003,PAK
4.519,2003,TLS
138.3464308,2002,AUT
335.47,2002,BGD
2802.975,2002,CYM
924.1192101,2002,TCD
2133.698,2002,COL
36.96333366,2002,GAB
42.8269999,2002,GMB
-418.6769121,2002,MLT
77.751,2002,MNG
480.6907065,2002,MAR
25038.25702,2002,NLD
1751.927444,2002,NZL
2040.182095,2002,NGA
80.31914867,2001,BHR
3791.26,2001,VG
2541.943,2001,COL
1035.852923,2001,HRV
41.15714386,2001,FJI
408.11876,2001,IRN
-111.5161633,2001,KWT
255.4354914,2001,MOZ
51927.49953,2001,NLD
2505.658027,2001,NOR
467.1,2001,PAN
504.0,2001,SAU
17301.64311,2001,SGP
-9.313303953,2001,SLB
9389.136116,2001,CHE
8073.327,2000,VG
165.9044687,2000,COD
666.9437816,2000,CRI
173.4,2000,SLV
82.9526,2000,MDG
39.6317699,2000,MWI
1309.665175,2000,NGA
83.2,2000,OMN
97.8999999,2000,PRY
6559.806523,2000,PRT
39575.10319,2000,ESP
105.7950987,2000,SWZ
1847.15636,1999,AUS
2974.499988,1999,AUT
37.5395051,1999,BRB
7.92595083,1999,BFA
61.12945837,1999,CPV
154.2961739,1999,GNQ
79.30423475,1999,FJI
1503.237591,1999,ZAF
11718.59189,1999,CHE
-0.01,1998,AFG
22690.5,1998,BEL
32.7145259,1998,BEN
102.7,1998,BMU
12236.38857,1998,FIN
4280.245,1998,ITA
355.8295314,1998,LVA
1134.903121,1998,LBN
-1.1865372,1998,NER
4985.0,1998,VEN
-219.4,1998,YEM
195.9217877,1997,ABW
7762.472354000001,1997,AUS
854.0,1997,BOL
646.6614424,1997,BGR
11.5766066,1997,CPV
3150.87,1997,CYM
2801.137413,1997,DNK
-318.4236271,1997,GAB
12244.63398,1997,DEU
17.3009999,1997,GIN
203.3,1997,JAM
354.4925,1997,LTU
14.90063427,1997,MWI
69.7313031,1997,MLI
1249.0,1997,PHL
57.0,1997,SAU
-15.32131353,1997,SWZ
141.500765,1997,UGA
0.69,1996,AFG
90.09,1996,ALB
84.46927369,1996,ABW
427.0,1996,CRI
4.0999999,1996,HTI
152.43,1996,LTU
9325.034251,1996,ESP
521.0,1996,UKR
1825.090253,1995,AUT
-576.71,1995,VG
90.4,1995,BGR
9.8167277,1995,BFA
26.1805999,1995,CPV
7.2924199,1995,CMR
121.8155737,1995,COD
103.4753831,1995,HRV
414.3,1995,DOM
15.0,1995,GMB
147.4,1995,JAM
178.2942208,1995,LVA
72.5575,1995,LTU
18.69287888,1995,MUS
332.0,1995,MAR
14.4245794,1995,NER
419.0,1995,ROU
2.0,1995,RWA
578.0,1995,SAU
7.2870543,1995,SLE
153.5604039,1995,SVN
2222.466532,1995,CHE
1.028451304,1995,TON
267.0,1995,UKR
3634.932,1994,ARG
677.5099999,1994,VG
65.0999999,1994,GTM
2235.95,1994,ITA
888.3844709,1994,JPN
22.5599999,1994,LBN
551.0,1994,MAR
40.0,1994,NIC
2287.4,1994,NGA
3289.187,1994,PER
0.8,1993,ARM
1125.106122,1993,AUT
3.64407,1993,CPV
959.1,1993,COL
246.6999999,1993,CRI
118.2651402,1993,HRV
-113.7159999,1993,GAB
2.72,1993,GIN
210.4354395,1993,JPN
13.25209797,1993,KWT
31.2403604,1993,LTU
2211.822687,1993,NZL
991.5239783,1993,NOR
399.3022291,1993,PAK
54.5649999,1993,UGA
16956.70237,1993,GBR
903.0,1993,YEM
0.3,1992,BHS
11285.8,1992,BEL
122.0999999,1992,BOL
3.1130521,1992,BFA
0.600088,1992,BDI
728.7,1992,COL
226.0,1992,CRI
1017.39,1992,DNK
397.7869999,1992,FIN
-2089.399033,1992,DEU
19.69,1992,GIN
1458.175,1992,IRL
35.2999999,1992,KWT
18.46,1992,LBN
718.0,1992,YEM
360.0,1991,AUT
55.8999999,1991,BGR
0.57,1991,BFA
-8.5399999,1991,CYM
41.3248,1991,GNQ
20.0,1991,GHA
7.6859999,1991,IRQ
0.508662055,1991,KIR
22.5,1991,MOZ
302.3319667,1991,NOR
-7.0,1991,PER
85.3676204,1991,SWZ
-334.5,1990,AGO
7904.391676,1990,AUS
18.35,1990,VG
1.25543,1990,BDI
126.62,1990,CYP
734.0,1990,EGY
1.8999999,1990,SLV
14.1199999,1990,GMB
17.8599999,1990,GIN
6.45,1990,LBN
158.911,1990,LBY
9.1999999,1990,MOZ
1684.763155,1990,NZL
5574.749108,1990,SGP
5483.889545,1990,CHE
684.0,1990,TUR
-115.8199999,1990,ARE
1.3,1989,ABW
7936.106279,1989,AUS
7020.27,1989,BEL
70.9599999,1989,VG
79.4599999,1989,CYM
18.7399999,1989,TCD
-30.53,1989,GAB
125.17,1989,LBY
35.7999999,1989,MUS
433.573543,1989,NZL
203.3909999,1989,PNG
568.0,1989,PHL
91.84,1989,TUN
12.2640166,1988,ABW
1.84,1988,BGD
0.597912,1988,CPV
967.8999999,1988,CHL
35.93752178,1988,FJI
7.0499999,1988,MLI
636.9514714,1988,NOR
133.7165499,1988,PAK
15.0,1988,POL
1924.417413,1988,CHE
0.03,1988,TON
-13.1999999,1986,BHS
1217.43,1986,EGY
-4.5999999,1986,JAM
14.0399999,1986,MDG
0.14,1986,MNG
9.0,1986,NAM
3355.608263,1986,NLD
16.0,1986,POL
3450.6,1986,ESP
34.1999304,1986,SWZ
1172.925978,1986,CHE
85.93,1986,TUN
110.2099999,1986,ARE
28.32,1986,ZMB
1544.78,1980,BEL
13.0,1980,HTI
0.83,1980,KWT
63.63,1980,PAK
-3192.31,1980,SAU
2.41,1980,SLB
26.4499999,1980,SWZ
49.0499999,1981,AGO
-0.11,1981,TCD
78.2999999,1981,CYP
99.4539999,1981,DNK
2.2799999,1981,GMB
3.68,1981,MLI
38.573,1981,PRY
62.72145484,1981,PRT
-38.4099999,1981,ZMB
6.96,1982,BGD
31.1,1982,BOL
0.9,1982,BDI
-2.801182216,1982,FIN
439.0,1982,JPN
-0.67,1982,LBN
-0.09,1982,MDG
6.0,1982,MWI
430.6109999,1982,NGA
193.0,1982,PHL
1601.85,1982,SGP
329.6999999,1982,ZAF
-13.63,1982,SWZ
253.628,1982,VEN
38.9799999,1982,ZMB
3.7,1983,BRB
1326.1,1983,BRA
60.131,1983,DNK
490.0,1983,EGY
111.84,1983,GAB
-0.4,1983,GMB
8.4199999,1983,HTI
0.04,1983,KWT
364.435,1983,NGA
-34.6899999,1983,SEN
1.6973199,1983,SLE
7.0,1984,BOL
77.5999999,1984,CHL
55.8340099,1984,CRI
68.5,1984,DOM
12.3599999,1984,SLV
0.875,1984,PRY
28.0,1984,POL
4849.86,1984,SAU
1301.87,1984,SGP
5.0199999,1984,SWZ
141.4799999,1984,TUN
2098.624894,1985,AUS
-6.66,1985,BGD
4.8499999,1985,BRB
6.0,1985,BLZ
10.0,1985,BOL
124.0987505,1985,DNK
1.11,1985,GIN
4.9199999,1985,HTI
1071.7,1985,ITA
2.89,1985,MLI
18.9699999,1985,MLT
161.2649999,1985,OMN
190.3749493,1985,PRT
491.42,1985,SAU
1050.412473,1985,CHE
395.491398,1987,AUT
38.1,1987,BOL
2.78614,1987,CPV
104.7399999,1987,CYM
322.4766204,1987,IRL
0.21916005,1987,KIR
59.57,1987,MAR
14.82,1987,NER
2836.2,1987,SGP
133.5564676,2022,BLZ
532.2562510334,2022,COD
3.8924104,2022,COK
236.0,2022,GMB
39.3032,2022,HTI
188.5640343,2022,MWI
4239.6832851739,2022,MLT
-67340.3343428557,2022,NLD
1339.0,2022,PAK
473.5296986,2022,PRY
9199.94291,2022,PHL
11272.9459238604,2022,ROU
713.3651243717,2022,TUN
1526.1891065,2022,UGA
941.3333333,2022,VEN
1233.9176859919,2021,ALB
2895.56,2021,BGD
125.495495,2021,BLZ
1.5314229,2021,BMU
25893.0892074,2021,CYM
13193.9758052,2021,CHL
407.0252912998,2021,FJI
463.3489357,2021,KEN
567.2268211097,2021,KWT
4020.8062418726,2021,OMN
2147.0,2021,PAK
1926.9511123,2021,PAN
-755.276826,2021,TLS
1100.217529,2021,UGA
20667.1204901,2021,ARE
-996.0,2021,VEN
1108.1591673843,2020,ALB
7458.62498,2020,COL
146.3506659151,2020,HRV
1685.2252897823,2020,DNK
25.0,2020,HTI
23109.378,2020,ISR
10702.5667680909,2020,JPN
536.8518124411,2020,MLI
224.6680827703,2020,MUS
-146.4870553335,2020,NAM
3886.3648449021,2020,NZL
2057.0,2020,PAK
149.9502883,2020,PAN
3432.3008637291,2020,ROU
173.0,2020,SLE
1287.9669889262,2019,ALB
4905.4797083992,2019,AUT
-216.6368431,2019,BOL
2812.2612876,2019,CRI
321.006409482,2019,FJI
44.4,2019,GIN
-0.5582805,2019,KIR
924.6862112046,2019,LVA
4273.0791402454,2019,NZL
3920.9840219,2019,PAN
353.8444861,2019,RWA
130.2214963559,2019,SWZ
-106.2797498,2019,TLS
859.8209279,2019,ZMB
34389.7091232,2018,VG
1142.612471598,2018,BGR
11.5587222,2018,COK
1389.1987631,2018,ECU
1379.0708158589,2018,GAB
2908.16,2018,GHA
9962.7208448871,2018,JPN
976.6383394822,2018,LTU
4023.6167467748,2018,MLT
4411.8794125914,2018,SRB
250.0,2018,SLE
1384.17299521,2018,SVN
24.838211356,2018,SLB
58062.8551723486,2018,ESP
1055.3533526,2018,UGA
11516.8614623,2017,ARG
252.7479907,2017,ARM
1314.0293297202,2017,GAB
1990.52644,2017,GEO
20579.23,2017,IDN
357.8622064048,2017,MDG
563.2084704087,2017,MLI
2412.9749162,2017,NGA
4281.8393726,2017,PAN
-180.176709661,2017,PNG
356.4365006,2017,RWA
3166.8017140566,2017,SRB
4016.7707673885,2017,SVK
897.7449993787,2017,SVN
2332.7199999,2016,BGD
82.0,2016,BMU
390.6221139111,2016,BFA
0.0554566185,2016,BDI
125.9806521069,2016,CPV
389.841027307,2016,FJI
1653.99338,2016,GEO
3470.67,2016,GHA
541.4689905518,2016,NCL
3453.258408,2016,NGA
342.3,2016,RWA
8.8461226,2016,TON
625.7043619,2016,UGA
9604.7729999,2016,ARE
1068.0,2016,VEN
945.7228447798,2015,ALB
28331.2992344391,2015,BEL
559.6420225287,2015,TCD
396.61577,2015,SLV
12.5,2015,GMB
1230.89472,2015,GTM
53.2724584,2015,GIN
-14537.4252422829,2015,HUN
-0.82,2015,KIR
435.8242268908,2015,MDG
10082.341057483,2015,MYS
275.5255351002,2015,MLI
443.700093,2015,PRY
5639.1559619,2015,PHL
15270.8316752885,2015,POL
1675.0773601465,2015,SVN
14435.8149339842,2015,ESP
8550.9018465,2015,ARE
-3505.9051718412,2014,BEL
656.566,2014,BOL
59005.2047974655,2014,CAN
2926.6457695,2014,CRI
1047.7029466848,2014,GAB
3356.9899999,2014,GHA
1442.35365,2014,GTM
582.1487416,2014,JAM
12029.7882267442,2014,JPN
896.7358813917,2014,LVA
2862.5094267,2014,LBN
10877.3451965559,2014,MYS
822.9670230921,2014,NER
-30.4011148172,2014,PNG
4565.6665702177,2014,PRT
458.8999999,2014,RWA
2199.6396463539,2014,SRB
73286.6106309933,2014,SGP
1051.2386458624,2014,SVN
-1028.0,2014,VEN
104804.7643981,2013,VG
72.0880824003,2013,CPV
4256.0,2013,EGY
12776.787303141,2013,DEU
161.9199999,2013,HTI
2661.0871276,2013,LBN
573.889368484,2013,LTU
551.316411186,2013,MDG
12115.4672777071,2013,MYS
2059.702,2013,MNG
56671.6215136258,2013,SGP
53.3616172793,2013,SLB
739.177,2012,CMR
43111.0061369832,2012,CAN
567.4103009,2012,ECU
4153.9572449486,2012,FIN
-220.8736658,2012,GAB
28181.1243566056,2012,DEU
3293.43,2012,GHA
4661.7344,2012,IRN
-2.386,2012,KIR
5629.4097029,2012,MOZ
1060.8069723154,2012,NAM
3198.5470784819,2012,ROU
2981.6881538339,2012,SVK
31.5381383367,2012,SWZ
266.7484518508,2011,CPV
22633.6122016,2011,CHL
2549.8509081052,2011,FIN
788.078237339,2011,MDG
24155.8062429538,2011,NLD
7682.2611085,2011,PER
39890.3623845188,2011,SGP
1147.9066331387,2011,TUN
1108.5,2011,ZMB
155.8510638298,2010,BHR
57583.322848307,2010,BEL
97.2205,2010,BLZ
230.73,2010,BMU
928.4360065176,2010,COD
2023.7,2010,DOM
7358.8329172433,2010,FIN
658.31247,2010,GTM
13770.58,2010,IDN
227.6743999,2010,JAM
1573.8562650585,2010,MAR
-61.6213800682,2010,NZL
24.711567217,2010,TON
1512.5052396255,2010,TUN
543.8727273,2010,UGA
6495.0,2010,UKR
8796.7696405,2010,ARE
700.1599999,2009,BGD
423.0290749,2009,BOL
6711.6,2009,EGY
2172.128787,2009,HUN
1113.589659,2009,KWT
-448.0977102,2009,LTU
841.1825101,2009,NAM
433.8999999,2009,NIC
790.7625385,2009,NER
2338.0,2009,PAK
841.5708027,2009,UGA
